order_id|customer_region|product_id|qty|ship_time
33cb707c-c65c-4c3c-ab55-3c96c922cfd5|3|B07I6E1P6N8E2|1|3
c0e2dbca-310a-4e20-8738-6be09bea1137|4|B0FJHLVA8GFCP|6|6
c0e2dbca-310a-4e20-8738-6be09bea1137|4|B0C1O5NYNIOXW|1|6
c0e2dbca-310a-4e20-8738-6be09bea1137|4|B0G9YI3Q5Q0RX|3|6
c0e2dbca-310a-4e20-8738-6be09bea1137|4|B0C1O5NYNIOXW|2|6
9cf682b9-50c0-49a9-b094-da37441de61f|1|B0JZHH0RG6GRK|2|4
9cf682b9-50c0-49a9-b094-da37441de61f|1|B0O70X1EYXQQ3|1|4
9cf682b9-50c0-49a9-b094-da37441de61f|1|B0053JG73VQKT|1|4
9cf682b9-50c0-49a9-b094-da37441de61f|1|B0BQ23YNDQXLZ|1|4
8c007334-5dbe-4834-9dbf-ef03b6fde6ac|3|B0HHMCKQ6BWJB|1|10
8c007334-5dbe-4834-9dbf-ef03b6fde6ac|3|B0CVTKQI0352F|3|10
74b77def-c2a8-4253-b492-310a295086bd|1|B044QTOB3PHL2|1|3
74b77def-c2a8-4253-b492-310a295086bd|1|B0C1O5NYNIOXW|2|3
74b77def-c2a8-4253-b492-310a295086bd|1|B0T47Z7P3HJHD|1|3
a7b0d880-0b11-46bd-992e-3efc13247c01|2|B0G1UDIMHJRNA|5|3
a7b0d880-0b11-46bd-992e-3efc13247c01|2|B0R9UGJ0287HA|4|3
6c1a0189-fbe1-44d2-b628-0d1a14d5182a|3|B0VQO812PHES2|2|6
6c1a0189-fbe1-44d2-b628-0d1a14d5182a|3|B09WEQK2DP9NK|1|6
1542c723-cf99-4087-9197-b494e580df84|4|B0CVERDEFNC4O|3|5
1542c723-cf99-4087-9197-b494e580df84|4|B0Q6RXJDNHDOG|1|5
a5105b6b-1a44-4099-9cff-513f5a9f0ed4|4|B0W5PL2DH8ZKX|3|3
a5105b6b-1a44-4099-9cff-513f5a9f0ed4|4|B0NWEQAOEGPFO|3|3
a5105b6b-1a44-4099-9cff-513f5a9f0ed4|4|B07O6L8XFXTGB|1|3
2a793dcc-d36f-4954-9845-42b1523fd057|1|B0Q61F53Y2Q15|2|2
694d17eb-d761-44ce-981c-559cd6d56bbc|2|B04L4RSW2WO4O|1|3
694d17eb-d761-44ce-981c-559cd6d56bbc|2|B01XQUCVPPN3Z|1|3
694d17eb-d761-44ce-981c-559cd6d56bbc|2|B0OG6STI658VG|3|3
694d17eb-d761-44ce-981c-559cd6d56bbc|2|B0D6GMTZM0SKR|1|3
9af5d45e-9f71-414b-84b5-1570f019194d|3|B0D29IA12YIZG|1|2
9af5d45e-9f71-414b-84b5-1570f019194d|3|B0B284KDJJC6G|2|2
9af5d45e-9f71-414b-84b5-1570f019194d|3|B05YJPKJWPMNZ|2|2
9af5d45e-9f71-414b-84b5-1570f019194d|3|B05GSTK29A31D|2|2
dedb82af-3978-482d-9ae5-30fd62ed18d9|1|B024Q021BY6EM|3|4
dedb82af-3978-482d-9ae5-30fd62ed18d9|1|B08HFK8MTEO2A|2|4
dedb82af-3978-482d-9ae5-30fd62ed18d9|1|B01ID1KOQK4HL|1|4
615ff92e-b052-446b-8af0-a7d177d3e419|1|B06RL26Q2G1VI|1|6
615ff92e-b052-446b-8af0-a7d177d3e419|1|B02CSTAANSFZG|1|6
615ff92e-b052-446b-8af0-a7d177d3e419|1|B0605BWP4ZYKQ|1|6
615ff92e-b052-446b-8af0-a7d177d3e419|1|B0RTX4UGHADRJ|1|6
239f9eef-8b05-4588-9ecf-74cafe53f143|3|B0M9V961N2NL6|3|2
239f9eef-8b05-4588-9ecf-74cafe53f143|3|B0M3PTVH11Z7U|2|2
270c09f8-fa9a-4991-bb24-d292a57b1cff|1|B0GCTDRLJFIEB|2|10
270c09f8-fa9a-4991-bb24-d292a57b1cff|1|B01Q8ZD8I5ZQS|1|10
270c09f8-fa9a-4991-bb24-d292a57b1cff|1|B0NFALXZMM0IX|2|10
270c09f8-fa9a-4991-bb24-d292a57b1cff|1|B03VFUYFLZABB|1|10
270c09f8-fa9a-4991-bb24-d292a57b1cff|1|B0LQUGW2MR3AK|1|10
94d72a96-3f4a-4eb1-b2f0-84c191d64214|4|B0RJNJHZZIJ98|2|8
94d72a96-3f4a-4eb1-b2f0-84c191d64214|4|B0CD6U8VBJ75Y|1|8
0c9be20e-63c5-4e8d-b2cc-9b90df2b9ecc|3|B0IG5DQOJ7NZ5|3|5
0c9be20e-63c5-4e8d-b2cc-9b90df2b9ecc|3|B0EV0HITHRD2G|1|5
0c9be20e-63c5-4e8d-b2cc-9b90df2b9ecc|3|B03QE6CQ3DXZL|1|5
0c9be20e-63c5-4e8d-b2cc-9b90df2b9ecc|3|B06FXK2BZ9EET|1|5
6f53ff98-d4ce-4e84-a19a-68690c062673|2|B07YHFFI4UQWM|5|3
cca470b9-f50a-4e10-8754-ed5d671a2dcf|1|B05IKWOJ88L6E|1|3
cca470b9-f50a-4e10-8754-ed5d671a2dcf|1|B03MEU4EZWPHV|3|3
cca470b9-f50a-4e10-8754-ed5d671a2dcf|1|B0ND1P4WCOU85|1|3
cca470b9-f50a-4e10-8754-ed5d671a2dcf|1|B0AZ3MX38CORU|1|3
7430f78d-0a9c-4e38-8f95-d3cb6953a24e|4|B00ITKOMP82CJ|1|4
7430f78d-0a9c-4e38-8f95-d3cb6953a24e|4|B02RQFLD561MK|2|4
7430f78d-0a9c-4e38-8f95-d3cb6953a24e|4|B0B5BSAN6OPHW|3|4
c5a28c56-06ea-4a62-9fb5-68eefc6d549a|2|B05DDTME4JEYH|1|4
c5a28c56-06ea-4a62-9fb5-68eefc6d549a|2|B04NFIT4NEU6I|1|4
8ad804be-2457-4746-a75d-c5028e21a280|1|B073YYBZUJE8D|5|1
8ad804be-2457-4746-a75d-c5028e21a280|1|B0198Q17AP15O|2|1
8ad804be-2457-4746-a75d-c5028e21a280|1|B0AEUSJTNY1SF|2|1
8ad804be-2457-4746-a75d-c5028e21a280|1|B0UKRUG3AGQ1C|2|1
e7c1c4c0-a055-48c2-89e0-3a558e296cb5|3|B07WBTX2OF66V|1|2
e7c1c4c0-a055-48c2-89e0-3a558e296cb5|3|B0UI4JLA1SLKK|3|2
e7c1c4c0-a055-48c2-89e0-3a558e296cb5|3|B0PVMG6I3WCHT|1|2
233ed0d6-510b-4e86-9cf1-1beae2bb1677|1|B0WTMGHUMHQQT|2|8
233ed0d6-510b-4e86-9cf1-1beae2bb1677|1|B00C8A417TT1Q|1|8
a0eb12bf-f81b-413d-8a4a-cce27a7cea31|4|B0MB1N9CVKUGK|4|2
a0eb12bf-f81b-413d-8a4a-cce27a7cea31|4|B07A2BBFK012D|3|2
005895b6-3c5d-4830-b132-e4a745f19da3|4|B0QYJNU8JNBDF|1|1
005895b6-3c5d-4830-b132-e4a745f19da3|4|B01FTPJ89ZSC4|4|1
005895b6-3c5d-4830-b132-e4a745f19da3|4|B09QJFO9NGHPR|1|1
ade970a2-0fd1-44ac-9e98-c09204260d76|3|B0234DS3HHL7S|1|7
ade970a2-0fd1-44ac-9e98-c09204260d76|3|B0U9OW297HH3J|1|7
8af3c78e-dbd7-4ebc-8aec-a63c0b838ca2|1|B069F3JTIINQR|3|4
8af3c78e-dbd7-4ebc-8aec-a63c0b838ca2|1|B0BURKIM36FVE|1|4
8af3c78e-dbd7-4ebc-8aec-a63c0b838ca2|1|B01XBJMT5UI2X|1|4
8af3c78e-dbd7-4ebc-8aec-a63c0b838ca2|1|B0TO08XTTO14P|1|4
f8286e3c-540f-45fa-8330-6d17c9a190cb|3|B0Q75AB6FRSG1|1|4
f8286e3c-540f-45fa-8330-6d17c9a190cb|3|B0B284KDJJC6G|1|4
cb7bda5c-1cba-4173-b001-802bf480c927|4|B023OCTRYWZZ6|3|3
cb7bda5c-1cba-4173-b001-802bf480c927|4|B0WEW7DSVB7VI|3|3
cb7bda5c-1cba-4173-b001-802bf480c927|4|B05IKWOJ88L6E|1|3
cb7bda5c-1cba-4173-b001-802bf480c927|4|B06TITNXPSQJB|2|3
cb7bda5c-1cba-4173-b001-802bf480c927|4|B0GSPQK3PIU2V|2|3
cc4c803f-bb0c-41ad-89d0-96141ffeeaf4|3|B018YAVSDWLOP|2|3
2bacd74a-8c98-4c5e-8663-578922d29c68|3|B08XT0YBNA54P|1|3
2bacd74a-8c98-4c5e-8663-578922d29c68|3|B00MGNHD8C49U|2|3
2bacd74a-8c98-4c5e-8663-578922d29c68|3|B0ORRQ2H0F3XD|1|3
1b611693-6e7c-4959-a1f1-f7291a2edf23|2|B0RB68N2KR48M|1|2
1b611693-6e7c-4959-a1f1-f7291a2edf23|2|B0T79C6N68GIC|1|2
1b611693-6e7c-4959-a1f1-f7291a2edf23|2|B0U5OKUZO3HQO|2|2
d5563696-9bac-4732-8eb0-5d2efd5535a3|2|B0R9TD41U234P|3|3
d5563696-9bac-4732-8eb0-5d2efd5535a3|2|B0JBQLFX037LY|1|3
d5563696-9bac-4732-8eb0-5d2efd5535a3|2|B0M38KZ8IAPST|1|3
c25495c7-4e8c-442e-9151-927e3a7983f7|2|B00BEGZ87LEPG|1|1
c25495c7-4e8c-442e-9151-927e3a7983f7|2|B07B1WPCWWZP8|2|1
c25495c7-4e8c-442e-9151-927e3a7983f7|2|B0C9JO9F00YEK|3|1
f1a497ec-2867-4d8e-965a-4c89041fe6f1|4|B0311RTR8MV0E|4|4
2bc2f4d7-6130-4042-92bb-e9b659442086|4|B04BYY17GZ4PD|2|3
2bc2f4d7-6130-4042-92bb-e9b659442086|4|B0YIYQWJHLLST|5|3
2bc2f4d7-6130-4042-92bb-e9b659442086|4|B0G56306CIQPP|3|3
2bc2f4d7-6130-4042-92bb-e9b659442086|4|B0JRMRW9LC4L6|1|3
7c2f3289-aae5-4682-b0cf-67f2bb6adcd1|4|B0F2AHNVHWSYS|2|9
7c2f3289-aae5-4682-b0cf-67f2bb6adcd1|4|B0EHS0UGWI9HU|1|9
9969978c-6094-4644-b912-b585791b216e|3|B0HOBCK4D6MWI|1|6
9969978c-6094-4644-b912-b585791b216e|3|B0C1WU5DOZBCL|1|6
9969978c-6094-4644-b912-b585791b216e|3|B06FC27MBFY42|2|6
9969978c-6094-4644-b912-b585791b216e|3|B07TZQA483GQ4|1|6
9969978c-6094-4644-b912-b585791b216e|3|B0QIRE6TFIAFO|1|6
50f77a5c-4fc3-4cff-b608-6b5d6c70e39f|4|B0GDPOFJK0C0H|1|6
50f77a5c-4fc3-4cff-b608-6b5d6c70e39f|4|B09VAJRTZ04AP|1|6
50f77a5c-4fc3-4cff-b608-6b5d6c70e39f|4|B0QYJNU8JNBDF|1|6
f9ca305e-8713-4839-90a2-1b360bc98774|1|B08XT0YBNA54P|1|5
8421a50c-af93-4e43-be3d-174468e5b54d|4|B07YVIK0NFPHI|1|2
8421a50c-af93-4e43-be3d-174468e5b54d|4|B0W5UKIFJNIB5|1|2
5c320fdb-8998-4276-9c2c-070d12aecd71|2|B0NSMGB68ZESH|4|2
5c320fdb-8998-4276-9c2c-070d12aecd71|2|B0CKRX7CBN0T0|2|2
ff505aff-8a61-4954-9aef-eac0b4f044ed|1|B0HT2XEW8N89N|6|2
ff505aff-8a61-4954-9aef-eac0b4f044ed|1|B00ZHJA242IQV|3|2
ff505aff-8a61-4954-9aef-eac0b4f044ed|1|B06RTQCXPF7QQ|1|2
ba3c748b-a27a-44fe-a203-8a5e5349c0c5|1|B0OG6STI658VG|1|2
ba3c748b-a27a-44fe-a203-8a5e5349c0c5|1|B0E9187FFNZ14|1|2
ba3c748b-a27a-44fe-a203-8a5e5349c0c5|1|B07WBTX2OF66V|1|2
6587e9a0-91fc-4db1-8be7-125e328266c4|1|B0RZQ8N2ZCKMI|5|7
6587e9a0-91fc-4db1-8be7-125e328266c4|1|B0YVKTB41M1H8|1|7
6587e9a0-91fc-4db1-8be7-125e328266c4|1|B02C3I0W0AJ5P|1|7
33a0834e-07c1-436d-a9d5-7796f44b9e41|2|B08VJPDXU0UA9|1|3
badcb38e-5037-4f81-9d69-b0cec925bef9|1|B08A9VIJMHK04|2|4
badcb38e-5037-4f81-9d69-b0cec925bef9|1|B0DNX36XK8TNN|1|4
55cf91a7-faf5-4fd8-ab4d-9c890628a79b|4|B0RZE1NL723KN|1|1
55cf91a7-faf5-4fd8-ab4d-9c890628a79b|4|B07H7IN9C520W|2|1
b05d7a76-0c53-432e-b742-164db13bd1e7|1|B07WFPZXAOP44|2|6
b05d7a76-0c53-432e-b742-164db13bd1e7|1|B0CTVZJE2TS3S|1|6
7c3afa29-d91c-42ea-bb46-a1d6acc9002e|3|B0FUTT5N4BTAP|3|4
7c3afa29-d91c-42ea-bb46-a1d6acc9002e|3|B06E15E9VRGZ0|1|4
56691776-a91d-4c92-820c-9621c5e1646b|2|B068YXD0SRRXT|3|3
7d26b4c2-bd8a-4d80-bf5f-7ef631c8eb31|4|B0WM13DC3H4V6|1|7
268c3292-57d1-4031-b93a-89acd66b88b6|2|B0N263HML21XP|2|3
268c3292-57d1-4031-b93a-89acd66b88b6|2|B0CTVZJE2TS3S|1|3
268c3292-57d1-4031-b93a-89acd66b88b6|2|B0LM0IV9RKGUU|4|3
94dcaf1e-b10b-4c2f-82a0-5c63309bfce6|3|B0PDHBISQ57PE|3|3
94dcaf1e-b10b-4c2f-82a0-5c63309bfce6|3|B0EHAF38BGXYR|1|3
94dcaf1e-b10b-4c2f-82a0-5c63309bfce6|3|B0CZE3QQAKTKL|1|3
8d6e809d-f508-4062-ae4d-ffafba4bc481|4|B05URX4LCWVG5|1|4
8d6e809d-f508-4062-ae4d-ffafba4bc481|4|B01UEJKES3GIY|3|4
8d6e809d-f508-4062-ae4d-ffafba4bc481|4|B02YT0PTE925K|3|4
e67ef848-76df-4266-8415-bb28b98d41d4|4|B04XNYFMSZ572|1|3
e67ef848-76df-4266-8415-bb28b98d41d4|4|B08A9VIJMHK04|1|3
e67ef848-76df-4266-8415-bb28b98d41d4|4|B08FOU05PSCXW|1|3
9d64eff6-64a3-46c5-9991-e13604d1434c|2|B0A9OEODDIK09|3|2
44eab3fe-4d69-4ef4-9ba9-71f8662720b2|1|B0GQ5LZJI4M3E|1|3
44eab3fe-4d69-4ef4-9ba9-71f8662720b2|1|B01UEJKES3GIY|1|3
44eab3fe-4d69-4ef4-9ba9-71f8662720b2|1|B08VJPDXU0UA9|3|3
44eab3fe-4d69-4ef4-9ba9-71f8662720b2|1|B0EJIFXZXT74N|1|3
44eab3fe-4d69-4ef4-9ba9-71f8662720b2|1|B07TZQA483GQ4|1|3
e889e3f5-87e1-49ee-90de-59696d1dfa81|1|B0LBEK7VU1JZ3|1|1
e889e3f5-87e1-49ee-90de-59696d1dfa81|1|B01ON0RHEQXAW|1|1
e23070c9-7580-4820-beb4-77748c70e041|2|B00AFFHTP0AEF|2|1
e23070c9-7580-4820-beb4-77748c70e041|2|B094819ZN9G6P|3|1
e23070c9-7580-4820-beb4-77748c70e041|2|B046Q60LK76JR|2|1
5a372b80-ec95-405d-a8c6-1d5c90ca8b99|3|B0EJFXGJ9XX1X|4|3
5a372b80-ec95-405d-a8c6-1d5c90ca8b99|3|B06P446SJ2WS3|2|3
5a372b80-ec95-405d-a8c6-1d5c90ca8b99|3|B03HSECML4NZZ|2|3
a3bdfddf-0ccb-495c-830b-1704d34417d2|2|B06ZVKH6MHVEN|3|4
a3bdfddf-0ccb-495c-830b-1704d34417d2|2|B0107FPELOZ25|1|4
a3bdfddf-0ccb-495c-830b-1704d34417d2|2|B069F3JTIINQR|1|4
8f093072-b2d8-46bd-825d-b53a27b0103e|3|B0PSW8L0UQL47|2|4
931fc746-aebd-44d4-8854-b8ed63b04027|1|B0QIO5LN4PVHL|1|10
931fc746-aebd-44d4-8854-b8ed63b04027|1|B0C1O5NYNIOXW|2|10
931fc746-aebd-44d4-8854-b8ed63b04027|1|B09VAJRTZ04AP|1|10
b131ec15-0b7a-4b59-9ac1-3f07cd8d6e01|2|B05P282T09AD4|4|8
b131ec15-0b7a-4b59-9ac1-3f07cd8d6e01|2|B00C8A417TT1Q|3|8
f88b8ca1-530c-49b8-b1c0-327280f0c44f|2|B02J3O7U3TNBS|1|12
4efe3dbd-b61b-4e21-bbe6-025ccc2be130|4|B0NJ5B6HYENQX|1|2
4efe3dbd-b61b-4e21-bbe6-025ccc2be130|4|B0LHCA7O4IKK3|1|2
4efe3dbd-b61b-4e21-bbe6-025ccc2be130|4|B0LT75IE089OG|1|2
9abe6305-3603-4a80-9776-8447fb0d5994|2|B02UXCC4VPES3|1|4
9abe6305-3603-4a80-9776-8447fb0d5994|2|B0SFNYP6TUUUF|2|4
9abe6305-3603-4a80-9776-8447fb0d5994|2|B0PT6R5SH7QUA|2|4
9abe6305-3603-4a80-9776-8447fb0d5994|2|B08N8I0O9KPOU|1|4
9abe6305-3603-4a80-9776-8447fb0d5994|2|B08TS3C7P1I2G|1|4
9abe6305-3603-4a80-9776-8447fb0d5994|2|B0HBBFCIF40TT|1|4
5a4f710f-2e90-4821-93d4-9c1ef26c4b61|4|B02JDIS7OLX27|1|4
5a4f710f-2e90-4821-93d4-9c1ef26c4b61|4|B0DQZKK3I0QJN|4|4
5a4f710f-2e90-4821-93d4-9c1ef26c4b61|4|B0EW5Y0HCKTXX|2|4
5a4f710f-2e90-4821-93d4-9c1ef26c4b61|4|B07HM3OJISXHJ|1|4
0cb909a6-556f-4bca-b465-a09c79f29494|2|B026DWOZ4N6CV|1|2
0cb909a6-556f-4bca-b465-a09c79f29494|2|B06E15E9VRGZ0|3|2
0cb909a6-556f-4bca-b465-a09c79f29494|2|B09NX1FYRTG2R|3|2
eb283ef0-25d1-4dbc-8ad4-e460953fb442|4|B08Q3UPYBL96Z|1|3
eb283ef0-25d1-4dbc-8ad4-e460953fb442|4|B02RHVH2X4X9M|2|3
eb283ef0-25d1-4dbc-8ad4-e460953fb442|4|B01ON0RHEQXAW|1|3
434ec1ab-032e-4110-8086-1612f60a27e9|2|B0M9K0ENPKC9K|2|7
434ec1ab-032e-4110-8086-1612f60a27e9|2|B0ZT90IQ4G1S2|3|7
875b7366-563f-4e12-8904-c84e61117739|2|B03A9AQC4H02O|1|2
875b7366-563f-4e12-8904-c84e61117739|2|B05BDOMWVQ0TB|1|2
875b7366-563f-4e12-8904-c84e61117739|2|B0DRSFF1O6AVK|1|2
875b7366-563f-4e12-8904-c84e61117739|2|B014XVUXFGP08|2|2
0b9f27e2-b2d3-457d-8a91-234fa471a858|3|B054NX75P3J17|3|2
0b9f27e2-b2d3-457d-8a91-234fa471a858|3|B06AHZUM1GR1A|1|2
dfd4c674-3d6e-4d8f-9d82-ee38c0c0b0ef|3|B0XOJY7W3GZ8A|2|4
dfd4c674-3d6e-4d8f-9d82-ee38c0c0b0ef|3|B0G3X4NHVPN8X|3|4
3cb53ebd-6297-4fd1-9e68-8e3db7023fdf|1|B0BTQGWSPEZ1E|2|5
3cb53ebd-6297-4fd1-9e68-8e3db7023fdf|1|B00MGNHD8C49U|1|5
3cb53ebd-6297-4fd1-9e68-8e3db7023fdf|1|B08X9N4MQM2Z1|1|5
3cb53ebd-6297-4fd1-9e68-8e3db7023fdf|1|B03HSECML4NZZ|1|5
07774b31-def4-45ff-b7ce-e1a1a01f821c|1|B03KCAOX7KREU|1|7
07774b31-def4-45ff-b7ce-e1a1a01f821c|1|B085LWA7JUJ6P|1|7
07774b31-def4-45ff-b7ce-e1a1a01f821c|1|B09VAJRTZ04AP|2|7
07774b31-def4-45ff-b7ce-e1a1a01f821c|1|B0FMV0IQAW96N|2|7
7f5267ae-3826-4045-a91e-68c29756c114|3|B0LCPAVVM84RH|1|4
21d34efd-ec8d-4cda-90f8-c0976eeaf347|4|B0LEVBCBASGXS|1|3
21d34efd-ec8d-4cda-90f8-c0976eeaf347|4|B0KEA7F0OUZKK|1|3
21d34efd-ec8d-4cda-90f8-c0976eeaf347|4|B0Z4VLCVK0J1M|1|3
9b41327d-4c2c-4012-b4df-0d811913e4b4|4|B02AAF93GJG3K|2|2
9b41327d-4c2c-4012-b4df-0d811913e4b4|4|B0GHGSO8HA6Y1|1|2
9b41327d-4c2c-4012-b4df-0d811913e4b4|4|B0JPUWY63WNQK|1|2
350cced1-addb-41f7-8916-1dbfabcd0459|1|B06P446SJ2WS3|1|7
350cced1-addb-41f7-8916-1dbfabcd0459|1|B0DZEEL5DFAUV|1|7
350cced1-addb-41f7-8916-1dbfabcd0459|1|B07O6L8XFXTGB|1|7
8a50a6ef-001a-48c7-a57a-79610a810c61|4|B0461PVQTZR7K|1|3
8a50a6ef-001a-48c7-a57a-79610a810c61|4|B02QMQVCT8GPF|2|3
bc87494a-d9ea-4db1-9b2d-d69c40c3c18a|2|B0DLZI98G1H4A|2|1
bc87494a-d9ea-4db1-9b2d-d69c40c3c18a|2|B0P2S2JMHIUCF|2|1
bc87494a-d9ea-4db1-9b2d-d69c40c3c18a|2|B0MTYNRU2G12Z|1|1
bc87494a-d9ea-4db1-9b2d-d69c40c3c18a|2|B0GFQWTITMXAI|2|1
bc87494a-d9ea-4db1-9b2d-d69c40c3c18a|2|B0RZ85SER0XFV|2|1
ad1a4e1b-b784-4565-b08c-125cdd4be20b|4|B0LYP6GJRN27Z|1|6
