order_id|order_date|customer_region|product_id|qty|ship_time
7eeb7c27-1a3c-4518-8017-0f2698ece32c|Mon Aug 01 00:10:37 PDT 2011|3|B08BTBCPQ9E5S|1|1
9dca5c97-dcdf-4a66-81f5-9cc37e05bfb9|Mon Aug 01 00:13:13 PDT 2011|3|B0JBQLFX037LY|2|3
9dca5c97-dcdf-4a66-81f5-9cc37e05bfb9|Mon Aug 01 00:13:13 PDT 2011|3|B0HMBSQAE3ERF|4|3
9dca5c97-dcdf-4a66-81f5-9cc37e05bfb9|Mon Aug 01 00:13:13 PDT 2011|3|B02HPTVTHRQ2T|1|3
c42cfb72-f07f-45dc-90d3-c5d0e296a390|Mon Aug 01 00:13:57 PDT 2011|2|B0FAL4XQYYR2A|1|3
c42cfb72-f07f-45dc-90d3-c5d0e296a390|Mon Aug 01 00:13:57 PDT 2011|2|B01ID1KOQK4HL|1|3
32c2c230-dcfc-4411-b372-be69035376e0|Mon Aug 01 00:14:16 PDT 2011|4|B0CY71ZR1WGUF|1|7
32c2c230-dcfc-4411-b372-be69035376e0|Mon Aug 01 00:14:16 PDT 2011|4|B0TSOPHJKBS98|3|7
f4543272-b9b0-417c-bfd0-460c5b17f577|Mon Aug 01 00:17:12 PDT 2011|3|B05AI4X7C8QEA|2|8
f4543272-b9b0-417c-bfd0-460c5b17f577|Mon Aug 01 00:17:12 PDT 2011|3|B08KJBPJ03THF|3|8
ddee405c-723d-48ef-98d0-20a56b03282f|Mon Aug 01 00:17:38 PDT 2011|1|B09N0BRHDVMW9|1|3
d60b2df9-b401-4af0-92cf-0a3f3725b106|Mon Aug 01 00:23:49 PDT 2011|3|B08XSO7XM1C1L|2|7
d60b2df9-b401-4af0-92cf-0a3f3725b106|Mon Aug 01 00:23:49 PDT 2011|3|B08TS3C7P1I2G|2|7
d60b2df9-b401-4af0-92cf-0a3f3725b106|Mon Aug 01 00:23:49 PDT 2011|3|B07ZGIMWMXFU3|4|7
56a94895-b98e-4c8d-b0b7-47661104b9f8|Mon Aug 01 00:24:31 PDT 2011|1|B0LYETMM120NG|5|5
56a94895-b98e-4c8d-b0b7-47661104b9f8|Mon Aug 01 00:24:31 PDT 2011|1|B0XX60KU7359O|3|5
16494ef2-180f-4ea8-b24e-5c9de1591c77|Mon Aug 01 00:24:46 PDT 2011|1|B07WBTX2OF66V|1|2
16494ef2-180f-4ea8-b24e-5c9de1591c77|Mon Aug 01 00:24:46 PDT 2011|1|B0NSMGB68ZESH|1|2
1cdb69c3-5515-4880-bc13-3bbf2e669d36|Mon Aug 01 00:26:36 PDT 2011|1|B00ITKOMP82CJ|1|1
435fb399-b2bf-45d1-ba66-e0656a6d525d|Mon Aug 01 00:26:41 PDT 2011|3|B04CBMD89M1LK|4|5
435fb399-b2bf-45d1-ba66-e0656a6d525d|Mon Aug 01 00:26:41 PDT 2011|3|B074XOR2F0R5G|1|5
9de32351-9d29-40bd-853b-bc47992e21b5|Mon Aug 01 00:32:44 PDT 2011|2|B0IYMVN8TH1I6|3|1
9de32351-9d29-40bd-853b-bc47992e21b5|Mon Aug 01 00:32:44 PDT 2011|2|B0BD29EZC6JL9|2|1
9de32351-9d29-40bd-853b-bc47992e21b5|Mon Aug 01 00:32:44 PDT 2011|2|B0MF7U22BFVPC|3|1
9de32351-9d29-40bd-853b-bc47992e21b5|Mon Aug 01 00:32:44 PDT 2011|2|B0AEUSJTNY1SF|2|1
1120b39e-92bb-469d-9eba-2c0e48d0ccd5|Mon Aug 01 00:32:47 PDT 2011|4|B0B4IS13MJX9G|2|3
1120b39e-92bb-469d-9eba-2c0e48d0ccd5|Mon Aug 01 00:32:47 PDT 2011|4|B0DD0ETVE3BPG|3|3
347e31c9-5347-4eaa-bc8c-e6fed839266d|Mon Aug 01 00:32:53 PDT 2011|2|B0254XWF4RKWC|1|3
347e31c9-5347-4eaa-bc8c-e6fed839266d|Mon Aug 01 00:32:53 PDT 2011|2|B00CPU2QV7UCF|3|3
30944c02-79ae-4d51-adb5-78d29e62b977|Mon Aug 01 00:33:17 PDT 2011|2|B06MQQLFSAE24|2|2
30944c02-79ae-4d51-adb5-78d29e62b977|Mon Aug 01 00:33:17 PDT 2011|2|B02Y6M3620JSU|1|2
f4347dfe-eef0-4373-a182-12d30b15b49a|Mon Aug 01 00:33:27 PDT 2011|1|B0H2XH732PLVO|1|3
9e5b78dd-5dbd-4655-85f5-022db5fc96df|Mon Aug 01 00:35:14 PDT 2011|2|B0BGA2OU6D8HY|2|3
9e5b78dd-5dbd-4655-85f5-022db5fc96df|Mon Aug 01 00:35:14 PDT 2011|2|B01XBJMT5UI2X|1|3
9e5b78dd-5dbd-4655-85f5-022db5fc96df|Mon Aug 01 00:35:14 PDT 2011|2|B06IO1BPYFLNO|1|3
99ad7d71-d11c-485a-8018-174421a78543|Mon Aug 01 00:35:22 PDT 2011|3|B0HT2XEW8N89N|2|2
99ad7d71-d11c-485a-8018-174421a78543|Mon Aug 01 00:35:22 PDT 2011|3|B0LEVBCBASGXS|3|2
2e958b35-bcac-43be-8290-c7f1ad3ddd09|Mon Aug 01 00:36:38 PDT 2011|3|B00MGNHD8C49U|1|5
2e958b35-bcac-43be-8290-c7f1ad3ddd09|Mon Aug 01 00:36:38 PDT 2011|3|B0HZ5RAT8Y8TY|4|5
2e958b35-bcac-43be-8290-c7f1ad3ddd09|Mon Aug 01 00:36:38 PDT 2011|3|B05DDTME4JEYH|3|5
489fe25d-b02e-4876-8919-d56ad1aa7f7b|Mon Aug 01 00:37:02 PDT 2011|3|B0A9F2UHWWT4R|2|3
489fe25d-b02e-4876-8919-d56ad1aa7f7b|Mon Aug 01 00:37:02 PDT 2011|3|B0A73XD2FBLNF|1|3
2f6df30f-2259-4028-8007-61c9b381ea40|Mon Aug 01 00:40:31 PDT 2011|2|B0U5OKUZO3HQO|1|4
c6e39744-eb82-46ec-abc3-89056c3e035b|Mon Aug 01 00:42:01 PDT 2011|2|B06ZVKH6MHVEN|3|4
c6e39744-eb82-46ec-abc3-89056c3e035b|Mon Aug 01 00:42:01 PDT 2011|2|B00MGNHD8C49U|2|4
2b6580ce-dcd5-4cd6-b462-2930a492ad12|Mon Aug 01 00:47:39 PDT 2011|1|B0RTX4UGHADRJ|3|9
2b6580ce-dcd5-4cd6-b462-2930a492ad12|Mon Aug 01 00:47:39 PDT 2011|1|B06RTQCXPF7QQ|1|9
d274d7dd-74f6-4862-ab65-f8ec52022bad|Mon Aug 01 00:49:35 PDT 2011|1|B02LVQH3NPNI0|3|5
d274d7dd-74f6-4862-ab65-f8ec52022bad|Mon Aug 01 00:49:35 PDT 2011|1|B08XT0YBNA54P|3|5
bcf78e52-234a-4d40-9960-f90ca95fd6cf|Mon Aug 01 00:51:03 PDT 2011|2|B0UDQQQP4JXCW|1|4
bcf78e52-234a-4d40-9960-f90ca95fd6cf|Mon Aug 01 00:51:03 PDT 2011|2|B07OSETRD1LI2|1|4
fadb3b73-efb1-4057-8175-a0c72a1516de|Mon Aug 01 00:52:41 PDT 2011|4|B07WFPZXAOP44|3|9
fadb3b73-efb1-4057-8175-a0c72a1516de|Mon Aug 01 00:52:41 PDT 2011|4|B0M7LZEMPH24V|2|9
fadb3b73-efb1-4057-8175-a0c72a1516de|Mon Aug 01 00:52:41 PDT 2011|4|B05CWVXTNRB9B|1|9
a5dacc07-5202-451a-95d1-2a4963c23136|Mon Aug 01 00:55:45 PDT 2011|3|B03HSECML4NZZ|1|3
c4e51261-32c6-402f-8f2d-ad56579fd94b|Mon Aug 01 00:55:47 PDT 2011|3|B00BEGZ87LEPG|2|11
c4e51261-32c6-402f-8f2d-ad56579fd94b|Mon Aug 01 00:55:47 PDT 2011|3|B04BYY17GZ4PD|2|11
c4e51261-32c6-402f-8f2d-ad56579fd94b|Mon Aug 01 00:55:47 PDT 2011|3|B08N8I0O9KPOU|1|11
c4e51261-32c6-402f-8f2d-ad56579fd94b|Mon Aug 01 00:55:47 PDT 2011|3|B0LYETMM120NG|1|11
d4f1566e-f369-431a-a673-07a4d67b0ab4|Mon Aug 01 00:56:55 PDT 2011|1|B04GS0VIFOSZL|1|1
d4f1566e-f369-431a-a673-07a4d67b0ab4|Mon Aug 01 00:56:55 PDT 2011|1|B0PAQ72G90D1C|3|1
30734e03-1ef1-4c3b-8419-fea43f247e49|Mon Aug 01 01:03:28 PDT 2011|3|B08X9N4MQM2Z1|6|4
30734e03-1ef1-4c3b-8419-fea43f247e49|Mon Aug 01 01:03:28 PDT 2011|3|B0HHMCKQ6BWJB|2|4
30734e03-1ef1-4c3b-8419-fea43f247e49|Mon Aug 01 01:03:28 PDT 2011|3|B068YXD0SRRXT|2|4
30734e03-1ef1-4c3b-8419-fea43f247e49|Mon Aug 01 01:03:28 PDT 2011|3|B07ZGIMWMXFU3|1|4
30734e03-1ef1-4c3b-8419-fea43f247e49|Mon Aug 01 01:03:28 PDT 2011|3|B0Q75AB6FRSG1|2|4
672e5b55-2159-4370-b1c8-a6622886f22c|Mon Aug 01 01:06:42 PDT 2011|3|B01S37UODMJUW|1|5
672e5b55-2159-4370-b1c8-a6622886f22c|Mon Aug 01 01:06:42 PDT 2011|3|B0TQQZIZRKU1Z|1|5
2ca42d48-f594-4169-9b63-306ab5ad32ce|Mon Aug 01 01:07:50 PDT 2011|2|B09T7MM38Y23B|4|3
2ca42d48-f594-4169-9b63-306ab5ad32ce|Mon Aug 01 01:07:50 PDT 2011|2|B0G3VQ9B79KN3|1|3
2ca42d48-f594-4169-9b63-306ab5ad32ce|Mon Aug 01 01:07:50 PDT 2011|2|B02VYNRA3MLK0|5|3
2ca42d48-f594-4169-9b63-306ab5ad32ce|Mon Aug 01 01:07:50 PDT 2011|2|B03HSECML4NZZ|1|3
c422041b-ff8b-406d-8b9a-2d7ebe4474fa|Mon Aug 01 01:08:02 PDT 2011|3|B0XX60KU7359O|1|3
c422041b-ff8b-406d-8b9a-2d7ebe4474fa|Mon Aug 01 01:08:02 PDT 2011|3|B0G5BKG5VE8TD|2|3
c422041b-ff8b-406d-8b9a-2d7ebe4474fa|Mon Aug 01 01:08:02 PDT 2011|3|B00ZHJA242IQV|3|3
c422041b-ff8b-406d-8b9a-2d7ebe4474fa|Mon Aug 01 01:08:02 PDT 2011|3|B025O8Q9CGQLW|3|3
0db3e90d-b287-4353-992a-ee70b02ab7aa|Mon Aug 01 01:08:55 PDT 2011|2|B0E3H705HJ0VP|1|5
0db3e90d-b287-4353-992a-ee70b02ab7aa|Mon Aug 01 01:08:55 PDT 2011|2|B0GS21ULBNU13|1|5
8818c762-22e9-4567-a589-eb244b88d188|Mon Aug 01 01:12:29 PDT 2011|2|B0EJFXGJ9XX1X|3|6
8818c762-22e9-4567-a589-eb244b88d188|Mon Aug 01 01:12:29 PDT 2011|2|B03HSECML4NZZ|2|6
a73ddef0-dfc1-4ebd-9ba5-80b60a821b2a|Mon Aug 01 01:14:47 PDT 2011|4|B08ATEGL8Z8JL|1|2
a73ddef0-dfc1-4ebd-9ba5-80b60a821b2a|Mon Aug 01 01:14:47 PDT 2011|4|B01EWA5Z7AG8X|1|2
a73ddef0-dfc1-4ebd-9ba5-80b60a821b2a|Mon Aug 01 01:14:47 PDT 2011|4|B0A9L29TEWGYR|1|2
a73ddef0-dfc1-4ebd-9ba5-80b60a821b2a|Mon Aug 01 01:14:47 PDT 2011|4|B02134GENUSUC|1|2
55562f9f-3dfb-4c52-ae82-4c3aae67f980|Mon Aug 01 01:15:58 PDT 2011|4|B05P282T09AD4|1|2
cdbf5f9b-382b-4fec-be7a-d049fd1c5a6f|Mon Aug 01 01:17:04 PDT 2011|1|B08VJPDXU0UA9|1|8
cdbf5f9b-382b-4fec-be7a-d049fd1c5a6f|Mon Aug 01 01:17:04 PDT 2011|1|B0TPOQASRRWOP|1|8
cdbf5f9b-382b-4fec-be7a-d049fd1c5a6f|Mon Aug 01 01:17:04 PDT 2011|1|B067AKCGVKTR2|6|8
cdbf5f9b-382b-4fec-be7a-d049fd1c5a6f|Mon Aug 01 01:17:04 PDT 2011|1|B0AK66D7HMDH4|2|8
be930e40-8302-4b6c-b772-1d09913961ef|Mon Aug 01 01:17:07 PDT 2011|4|B0P3OYR7IP9PC|2|1
a54713aa-4196-4000-8eb2-d965ecd6d7e0|Mon Aug 01 01:18:26 PDT 2011|2|B043RVUZOFZLJ|2|5
a54713aa-4196-4000-8eb2-d965ecd6d7e0|Mon Aug 01 01:18:26 PDT 2011|2|B0CZE3QQAKTKL|2|5
a8023179-b451-4a18-87da-c2ee81ae10e0|Mon Aug 01 01:21:41 PDT 2011|1|B0TVZCKFFFH30|2|3
a8023179-b451-4a18-87da-c2ee81ae10e0|Mon Aug 01 01:21:41 PDT 2011|1|B06RL26Q2G1VI|4|3
7c9e49c3-fcae-4f87-90cc-59197c55ff52|Mon Aug 01 01:22:19 PDT 2011|1|B0879TW3VU029|1|4
7c9e49c3-fcae-4f87-90cc-59197c55ff52|Mon Aug 01 01:22:19 PDT 2011|1|B03MEU4EZWPHV|1|4
7c9e49c3-fcae-4f87-90cc-59197c55ff52|Mon Aug 01 01:22:19 PDT 2011|1|B0CD6U8VBJ75Y|1|4
7c9e49c3-fcae-4f87-90cc-59197c55ff52|Mon Aug 01 01:22:19 PDT 2011|1|B05URX4LCWVG5|1|4
7c9e49c3-fcae-4f87-90cc-59197c55ff52|Mon Aug 01 01:22:19 PDT 2011|1|B01FTPJ89ZSC4|1|4
05a8268a-96f3-4703-a684-46ae3bd9fd54|Mon Aug 01 01:32:53 PDT 2011|4|B0KKXOF6SSE07|1|7
05a8268a-96f3-4703-a684-46ae3bd9fd54|Mon Aug 01 01:32:53 PDT 2011|4|B0IXXL9KIYS4U|1|7
32f5cb93-1800-4707-a91e-2eb7a8e2f556|Mon Aug 01 01:34:00 PDT 2011|1|B043EDH7R06GJ|1|6
32f5cb93-1800-4707-a91e-2eb7a8e2f556|Mon Aug 01 01:34:00 PDT 2011|1|B02YHZ1YX84SO|2|6
32f5cb93-1800-4707-a91e-2eb7a8e2f556|Mon Aug 01 01:34:00 PDT 2011|1|B0BH3T4M86VIL|1|6
31f4bfa4-81fe-4792-b18e-99d3fe0e587c|Mon Aug 01 01:37:22 PDT 2011|4|B0TPOQASRRWOP|1|2
31f4bfa4-81fe-4792-b18e-99d3fe0e587c|Mon Aug 01 01:37:22 PDT 2011|4|B08IAFFTL4I5L|3|2
31f4bfa4-81fe-4792-b18e-99d3fe0e587c|Mon Aug 01 01:37:22 PDT 2011|4|B09WEQK2DP9NK|1|2
31f4bfa4-81fe-4792-b18e-99d3fe0e587c|Mon Aug 01 01:37:22 PDT 2011|4|B0LTPEBP21OXO|3|2
31f4bfa4-81fe-4792-b18e-99d3fe0e587c|Mon Aug 01 01:37:22 PDT 2011|4|B05BDOMWVQ0TB|2|2
a5772af9-74c5-42ae-bb19-f11ebef63889|Mon Aug 01 01:43:39 PDT 2011|2|B0VD98X9TB4FW|1|7
a5772af9-74c5-42ae-bb19-f11ebef63889|Mon Aug 01 01:43:39 PDT 2011|2|B0AK66D7HMDH4|2|7
a5772af9-74c5-42ae-bb19-f11ebef63889|Mon Aug 01 01:43:39 PDT 2011|2|B094819ZN9G6P|1|7
235ba694-d4a3-406b-9117-a464929e7405|Mon Aug 01 01:44:40 PDT 2011|3|B0C0GVNRRUP6R|1|2
235ba694-d4a3-406b-9117-a464929e7405|Mon Aug 01 01:44:40 PDT 2011|3|B014S7HW6X0Q1|4|2
81d5a6a5-28f6-48b9-939f-b69f3e922018|Mon Aug 01 01:45:32 PDT 2011|1|B0G428KK2V0P4|1|1
82a2e9d4-2414-4353-a93e-00c37d7b0dee|Mon Aug 01 01:46:26 PDT 2011|2|B0EWKET8Y88DF|3|5
82a2e9d4-2414-4353-a93e-00c37d7b0dee|Mon Aug 01 01:46:26 PDT 2011|2|B0A84K74UCCHE|2|5
82a2e9d4-2414-4353-a93e-00c37d7b0dee|Mon Aug 01 01:46:26 PDT 2011|2|B01W053DZPA3K|2|5
ca8e99fc-a744-4350-9228-db2b11c66eb4|Mon Aug 01 01:46:31 PDT 2011|3|B03HSECML4NZZ|2|4
ca8e99fc-a744-4350-9228-db2b11c66eb4|Mon Aug 01 01:46:31 PDT 2011|3|B0A9L29TEWGYR|2|4
ca8e99fc-a744-4350-9228-db2b11c66eb4|Mon Aug 01 01:46:31 PDT 2011|3|B082IKZQAMUBP|2|4
3d53c07a-fe75-4571-9d4d-b7c749b6a980|Mon Aug 01 01:47:22 PDT 2011|3|B02CSTAANSFZG|2|3
3d53c07a-fe75-4571-9d4d-b7c749b6a980|Mon Aug 01 01:47:22 PDT 2011|3|B094819ZN9G6P|2|3
3d53c07a-fe75-4571-9d4d-b7c749b6a980|Mon Aug 01 01:47:22 PDT 2011|3|B0X3ADVPA8MSE|1|3
3d53c07a-fe75-4571-9d4d-b7c749b6a980|Mon Aug 01 01:47:22 PDT 2011|3|B068YXD0SRRXT|1|3
bc79201b-ab6a-4f1f-9c26-821e3d52e9e1|Mon Aug 01 01:47:42 PDT 2011|1|B0CR6UNCD2TBK|2|6
bc79201b-ab6a-4f1f-9c26-821e3d52e9e1|Mon Aug 01 01:47:42 PDT 2011|1|B05QYQCK6VRSN|1|6
bc79201b-ab6a-4f1f-9c26-821e3d52e9e1|Mon Aug 01 01:47:42 PDT 2011|1|B07HM3OJISXHJ|2|6
eba16539-7efd-4a6f-b5b4-bb3af38b75e1|Mon Aug 01 01:48:42 PDT 2011|4|B0F0KRXMUXLOB|2|6
eba16539-7efd-4a6f-b5b4-bb3af38b75e1|Mon Aug 01 01:48:42 PDT 2011|4|B0S0FO72WILE0|3|6
eba16539-7efd-4a6f-b5b4-bb3af38b75e1|Mon Aug 01 01:48:42 PDT 2011|4|B02J3O7U3TNBS|7|6
eba16539-7efd-4a6f-b5b4-bb3af38b75e1|Mon Aug 01 01:48:42 PDT 2011|4|B074QHJ6IEHYL|2|6
eba16539-7efd-4a6f-b5b4-bb3af38b75e1|Mon Aug 01 01:48:42 PDT 2011|4|B0CHUG5KU1C3P|1|6
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B0256M8DR4WC9|1|4
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B07YVIK0NFPHI|1|4
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B0JD1NLSPV3K6|1|4
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B05XRNEJCQJJF|2|4
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B02K1EO8881BS|1|4
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B0FPK8GGEKUOD|2|4
8c875f48-b304-41bd-89d4-03638ed53bc0|Mon Aug 01 01:49:14 PDT 2011|2|B0AT6H9L51F5O|2|4
6f4e6197-4fa4-4cbd-abaa-4f45d2f4e15a|Mon Aug 01 01:49:51 PDT 2011|2|B0DZEEL5DFAUV|1|5
6f4e6197-4fa4-4cbd-abaa-4f45d2f4e15a|Mon Aug 01 01:49:51 PDT 2011|2|B099UVLW0M711|4|5
7aacad6f-6ea2-43c5-818d-bcd80d49f273|Mon Aug 01 01:51:39 PDT 2011|1|B0CQ7V7UH2XX6|1|5
a6c8d0b1-24b8-4a8a-8998-f392ac3f0f47|Mon Aug 01 01:52:38 PDT 2011|1|B05YJPKJWPMNZ|3|10
a6c8d0b1-24b8-4a8a-8998-f392ac3f0f47|Mon Aug 01 01:52:38 PDT 2011|1|B07A2BBFK012D|1|10
5bb8c715-5cc0-4a1c-94d7-0a2575ac926c|Mon Aug 01 01:53:19 PDT 2011|4|B0K9WO9FKO5LY|3|7
5bb8c715-5cc0-4a1c-94d7-0a2575ac926c|Mon Aug 01 01:53:19 PDT 2011|4|B017G9291IF1B|1|7
25f3a1d3-4dea-4cfc-b7e4-76d1cf469147|Mon Aug 01 01:53:35 PDT 2011|3|B0JTJGPTZZALA|2|5
25f3a1d3-4dea-4cfc-b7e4-76d1cf469147|Mon Aug 01 01:53:35 PDT 2011|3|B0CQ7V7UH2XX6|1|5
232ecbde-9a29-4072-a13b-0e24be0e0749|Mon Aug 01 01:54:52 PDT 2011|4|B06FC27MBFY42|2|2
73ee861d-8bb5-4677-99af-33ea7259ff60|Mon Aug 01 02:00:40 PDT 2011|2|B06IO1BPYFLNO|2|1
73ee861d-8bb5-4677-99af-33ea7259ff60|Mon Aug 01 02:00:40 PDT 2011|2|B0AZ3MX38CORU|1|1
73ee861d-8bb5-4677-99af-33ea7259ff60|Mon Aug 01 02:00:40 PDT 2011|2|B0RKFYAPHBUIT|1|1
73ee861d-8bb5-4677-99af-33ea7259ff60|Mon Aug 01 02:00:40 PDT 2011|2|B0XX60KU7359O|1|1
e81d8d59-9114-4357-acd5-7dadf16b5bcf|Mon Aug 01 02:04:47 PDT 2011|3|B0PBNCUOU8R4N|5|8
e81d8d59-9114-4357-acd5-7dadf16b5bcf|Mon Aug 01 02:04:47 PDT 2011|3|B02JDIS7OLX27|2|8
451b80ad-965e-4550-8a07-3355ee9183b2|Mon Aug 01 02:05:00 PDT 2011|2|B018YAVSDWLOP|1|3
451b80ad-965e-4550-8a07-3355ee9183b2|Mon Aug 01 02:05:00 PDT 2011|2|B01BVGMMD3YGA|3|3
451b80ad-965e-4550-8a07-3355ee9183b2|Mon Aug 01 02:05:00 PDT 2011|2|B04XXZCQOBLOA|3|3
451b80ad-965e-4550-8a07-3355ee9183b2|Mon Aug 01 02:05:00 PDT 2011|2|B0GO2NPEAHI4N|1|3
ba11e0fd-c636-4183-bf19-59f01a3db3e5|Mon Aug 01 02:06:19 PDT 2011|3|B0DD0ETVE3BPG|1|5
ba11e0fd-c636-4183-bf19-59f01a3db3e5|Mon Aug 01 02:06:19 PDT 2011|3|B0CN1MP5Q4MSC|2|5
531716c9-1a15-408a-ba7b-51c321d4e898|Mon Aug 01 02:06:35 PDT 2011|4|B02YHZ1YX84SO|1|1
531716c9-1a15-408a-ba7b-51c321d4e898|Mon Aug 01 02:06:35 PDT 2011|4|B01ID1KOQK4HL|2|1
7a2dfe0c-4189-4d9c-b4cb-7bd865eb8cf5|Mon Aug 01 02:06:56 PDT 2011|3|B0198Q17AP15O|1|2
7a2dfe0c-4189-4d9c-b4cb-7bd865eb8cf5|Mon Aug 01 02:06:56 PDT 2011|3|B09T7MM38Y23B|3|2
7a2dfe0c-4189-4d9c-b4cb-7bd865eb8cf5|Mon Aug 01 02:06:56 PDT 2011|3|B0SBAE2WDALIY|1|2
7a2dfe0c-4189-4d9c-b4cb-7bd865eb8cf5|Mon Aug 01 02:06:56 PDT 2011|3|B020LU0U04UAM|1|2
e189ea37-b215-431c-9fe0-b75d6b1f670a|Mon Aug 01 02:07:49 PDT 2011|2|B0X5VSPZ0CM99|2|4
e189ea37-b215-431c-9fe0-b75d6b1f670a|Mon Aug 01 02:07:49 PDT 2011|2|B06ZVKH6MHVEN|2|4
e189ea37-b215-431c-9fe0-b75d6b1f670a|Mon Aug 01 02:07:49 PDT 2011|2|B065Q3L3097XM|1|4
4641bb42-c7e6-45f2-bd22-2c6c853b8255|Mon Aug 01 02:07:54 PDT 2011|3|B0J69BT52Q34N|1|1
4641bb42-c7e6-45f2-bd22-2c6c853b8255|Mon Aug 01 02:07:54 PDT 2011|3|B0HZ5RAT8Y8TY|1|1
4641bb42-c7e6-45f2-bd22-2c6c853b8255|Mon Aug 01 02:07:54 PDT 2011|3|B08Q3UPYBL96Z|1|1
8179c871-ef30-47cb-981c-f908bccfe5aa|Mon Aug 01 02:09:51 PDT 2011|4|B0HGNA6NAKHHF|1|3
56b1498b-bc55-4f09-a825-7f203294308d|Mon Aug 01 02:12:43 PDT 2011|4|B06RL26Q2G1VI|2|1
56b1498b-bc55-4f09-a825-7f203294308d|Mon Aug 01 02:12:43 PDT 2011|4|B00DVA1G6PBL6|2|1
